freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,AME_N,TOTAL,N_GE1,NR,EU27_2020	8039070 e	8138711 e	7390193 	7119254 	8420050 	9418378 	9077432 	8816475 	1682006 	1328687 	6586103 	7552693 e
A,AME_N,TOTAL,N_GE1,NR,FI	157991 bu	141185 u	247259 	220158 	226627 	180918 u	260795 	207029 	: u	: u	170279 	129342 
A,AME_N,TOTAL,N_GE1,NR,FR	1258905 	1447167 	1296085 	971896 	1184770 	1270216 	1437918 	1498456 	302346 	135804 	1098938 	1415661 
A,AME_N,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	22862 u	: u	: u	: u	: u	32728 
A,AME_N,TOTAL,N_GE1,NR,HU	80101 	101653 	109585 	107979 	119604 	100659 	96487 	187088 	36756 	16265 	37052 	72971 
A,AME_N,TOTAL,N_GE1,NR,IE	351293 	367444 	407819 	381284 	445176 	503204 	500884 	532632 	157804 	: u	386621 	540473 
A,AME_N,TOTAL,N_GE1,NR,IT	736291 	573480 u	382680 bu	: u	1048978 u	431845 u	404570 u	515179 u	: u	: u	: u	255456 
A,AME_N,TOTAL,N_GE1,NR,LT	25562 	25191 	21678 	23018 	25306 	21172 	14245 	18230 	3396 	2507 	8954 	8639 
A,AME_N,TOTAL,N_GE1,NR,LU	33801 	39624 	35752 	29765 	30583 	45974 	51791 	51016 	: u	8249 	44279 	61800 
A,AME_N,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AME_N,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,AME_N,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,AME_N,TOTAL,N_GE1,NR,MT	4804 	3552 	: u	: u	4009 u	: u	7486 u	8042 u	: u	: u	5428 	5898 
A,AME_N,TOTAL,N_GE1,NR,NL	602487 b	519146 	492674 	528558 	572386 	675765 	671860 	672001 	92587 	89196 	591691 	578901 
A,AME_N,TOTAL,N_GE1,NR,NO	: 	236766 	349266 	301403 	320891 	353482 	295381 	: 	: 	: u	: 	: 
A,AME_N,TOTAL,N_GE1,NR,PL	114775 u	140694 u	135699 b	146508 	159777 	168074 	179374 	195819 	49079 	41231 	156397 	200965 
A,AME_N,TOTAL,N_GE1,NR,PT	24112 u	36485 	35997 	37807 	32954 	66914 	63865 	64718 	10446 	: u	46217 	60608 
A,AME_N,TOTAL,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME_N,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,AME_N,TOTAL,N_GE1,NR,SE	: 	: 	386344 	425772 	354305 	1114626 	827792 	585537 	131492 	: u	547621 	: 
A,AME_N,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME_N,TOTAL,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AME_N,TOTAL,N_GE1,NR,UK	3310650 	3263179 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,AT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,AME_N_OTH,TOTAL,N_GE1,NR,BE	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,CH	: u	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,DE	: u	: u	: 	: u	: 	: u	: u	: u	: 	: 	: 	: u
A,AME_N_OTH,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,EA20	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME_N_OTH,TOTAL,N_GE1,NR,ES	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u	: u	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,EU27_2020	102710 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME_N_OTH,TOTAL,N_GE1,NR,FI	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,FR	: 	: u	: u	: u	: 	: u	: u	: u	: 	: 	: u	: u
A,AME_N_OTH,TOTAL,N_GE1,NR,IE	: u	: u	: 	: 	: u	: u	: 	: u	: u	: u	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,IT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,AME_N_OTH,TOTAL,N_GE1,NR,LU	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,MT	: 	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: u
A,AME_N_OTH,TOTAL,N_GE1,NR,NL	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: u	: u
A,AME_N_OTH,TOTAL,N_GE1,NR,NO	: 	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,PL	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,AME_N_OTH,TOTAL,N_GE1,NR,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AR,TOTAL,N_GE1,NR,AT	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AR,TOTAL,N_GE1,NR,BE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AR,TOTAL,N_GE1,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,AR,TOTAL,N_GE1,NR,CH	: u	: 	: u	: u	: u	: u	: 	: u	: u	: 	: u	: 
A,AR,TOTAL,N_GE1,NR,CY	: 	: u	: 	: 	: u	: u	: u	: 	: 	: 	: 	: u
A,AR,TOTAL,N_GE1,NR,CZ	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,AR,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AR,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,AR,TOTAL,N_GE1,NR,EA20	271872 	229071 	255880 	286720 	237209 	278309 	306333 	192798 	217891 	: u	158826 	441283 
A,AR,TOTAL,N_GE1,NR,EE	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u	: u
A,AR,TOTAL,N_GE1,NR,EL	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: u
A,AR,TOTAL,N_GE1,NR,ES	72028 	77092 	59345 u	70450 bu	88036 u	71277 u	78668 u	58940 u	: u	: u	86451 	89281 
A,AR,TOTAL,N_GE1,NR,EU27_2020	287578 e	249556 e	263064 	309692 	248544 	305017 	315881 	213047 	234869 	: u	162474 	446778 e
A,AR,TOTAL,N_GE1,NR,FI	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,AR,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AR,TOTAL,N_GE1,NR,HR	: 	: u	: u	: 	: u	: u	: 	: 	: 	: u	: u	: 
A,AR,TOTAL,N_GE1,NR,HU	: u	: u	: u	3950 u	: u	: u	: u	: u	: u	: 	: 	: u
A,AR,TOTAL,N_GE1,NR,IE	: u	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: u
A,AR,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: 	: u	: u	: 	: u	: 	: u	: 
A,AR,TOTAL,N_GE1,NR,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AR,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AR,TOTAL,N_GE1,NR,MT	: 	: u	: u	: 	: u	: 	: 	: u	: u	: 	: 	: 
A,AR,TOTAL,N_GE1,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AR,TOTAL,N_GE1,NR,NO	: 	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,AR,TOTAL,N_GE1,NR,PL	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u
A,AR,TOTAL,N_GE1,NR,PT	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,AR,TOTAL,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,AR,TOTAL,N_GE1,NR,SE	: 	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,AR,TOTAL,N_GE1,NR,SI	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: 	: u
A,AR,TOTAL,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 
A,AR,TOTAL,N_GE1,NR,UK	27986 u	22992 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,ASI,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 
A,ASI,TOTAL,N_GE1,NR,AT	487598 	413881 	309260 	264546 	395439 	333945 	383836 	392086 	101849 	80286 	375810 	402976 
A,ASI,TOTAL,N_GE1,NR,BE	135481 	265251 	245527 	229387 	328047 	314174 b	323566 	450265 	72978 	109006 	241085 	293541 
A,ASI,TOTAL,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,ASI,TOTAL,N_GE1,NR,CH	399843 	446964 	505335 	526275 	607072 	654212 	520680 	677168 	211126 	165636 	313782 	: 
A,ASI,TOTAL,N_GE1,NR,CY	80762 b	79597 	90738 	77115 	74029 	118887 	112062 u	130787 	: u	: u	104556 	164195 
A,ASI,TOTAL,N_GE1,NR,CZ	132534 u	114786 u	96718 u	96874 u	152210 u	154397 u	196554 u	197977 u	: u	: u	132007 	177642 
A,ASI,TOTAL,N_GE1,NR,DE	3966343 	4278892 	3925565 	3523335 	5146279 	5421768 	5599372 	5807010 	1044897 	1037308 	2870901 	4842287 
A,ASI,TOTAL,N_GE1,NR,DK	391441 	346633 b	442930 	395675 	343351 	373337 	263163 	492683 	209221 	: u	150120 	: 
A,ASI,TOTAL,N_GE1,NR,EA20	8231150 	8514336 	8533262 	8191209 	9728194 	10750865 	11894399 	12480254 	2683934 	2009564 	6078725 	10204062 
A,ASI,TOTAL,N_GE1,NR,EE	: u	41804 u	51163 	46197 u	45833 u	47538 u	113767 	77957 	38002 	: u	31575 	56247 
A,ASI,TOTAL,N_GE1,NR,EL	21719 u	19314 u	16771 u	16310 u	36156 u	24848 u	36885 	37059 	: u	: u	43247 	42389 
A,ASI,TOTAL,N_GE1,NR,ES	333151 	218908 	364774 	426497 b	458271 	556706 	593207 	522455 	123670 	84969 	306323 	726078 
A,ASI,TOTAL,N_GE1,NR,EU27_2020	9538729 e	9764786 e	9910230 	9549617 	11217188 	13132092 	14093886 	14975074 	3402916 	2417898 	6953439 	11340412 e
A,ASI,TOTAL,N_GE1,NR,FI	405553 b	347413 	345131 	485384 	398465 	385720 	493660 	500803 	179783 	85369 	180066 	328599 
A,ASI,TOTAL,N_GE1,NR,FR	1307241 	1482302 	1552888 	1409202 	1333180 	1655489 	1744530 	1829708 	572486 	223381 	800848 	1348744 
A,ASI,TOTAL,N_GE1,NR,HR	: u	: u	54332 u	92698 u	: u	33896 u	40890 u	33228 u	: u	: u	: u	20025 
A,ASI,TOTAL,N_GE1,NR,HU	68199 	74874 	101379 	114374 	136442 	142008 	111427 	179054 	55903 	63475 	103691 	134455 
A,ASI,TOTAL,N_GE1,NR,IE	160698 	117816 	160194 	150605 	184215 	186360 	220919 	271824 	71473 	: u	: u	159706 
A,ASI,TOTAL,N_GE1,NR,IT	475323 	455546 	553149 bu	533089 u	441592 u	482007 u	954855 u	842950 u	: u	: u	268073 	477139 
A,ASI,TOTAL,N_GE1,NR,LT	18117 	16664 	24598 	53850 	97898 	95812 	86514 	68516 	11490 	6626 	17297 	25114 
A,ASI,TOTAL,N_GE1,NR,LU	33912 	49180 	39426 	44627 	39280 	59571 	76265 	87255 	23174 	20189 	50276 	101807 
A,ASI,TOTAL,N_GE1,NR,LV	: u	: u	38111 u	: u	: u	: u	68889 u	60443 u	: u	: u	24701 	67774 
A,ASI,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,ASI,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,ASI,TOTAL,N_GE1,NR,MT	8930 	9426 	8695 bu	10807 u	11123 u	8889 u	17927 	19012 	6551 	: u	16154 	25044 
A,ASI,TOTAL,N_GE1,NR,NL	604951 b	565970 	699293 	653018 	587614 	846822 	838227 	1058652 	261519 	109665 	540761 	884490 
A,ASI,TOTAL,N_GE1,NR,NO	: 	277091 	379783 	412009 	362587 	317085 	374038 	: 	: 	: u	: 	: 
A,ASI,TOTAL,N_GE1,NR,PL	153525 u	154057 u	192620 b	235014 	262978 	270418 	337001 	400662 	109300 	68623 	225565 	377702 
A,ASI,TOTAL,N_GE1,NR,PT	23414 u	29046 u	17195 u	36974 u	43818 	57508 	83496 	93703 	15451 	: u	43522 	73195 
A,ASI,TOTAL,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	27046 u	25524 u	: u	: u	: u	: u
A,ASI,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,ASI,TOTAL,N_GE1,NR,SE	: 	: 	530465 	505272 	580663 	1401606 	1247166 	1184762 	299984 	: u	: u	: 
A,ASI,TOTAL,N_GE1,NR,SI	19433 u	29292 u	30707 u	34114 u	34621 u	25977 u	41596 u	66024 u	: u	: u	37068 	59529 
A,ASI,TOTAL,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	: u	130518 u	: u	: u	: u	105183 
A,ASI,TOTAL,N_GE1,NR,UK	3997813 	3918027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,ASI_OTH,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 
A,ASI_OTH,TOTAL,N_GE1,NR,AT	470212 	382487 	285853 	238533 	330244 	318946 	365338 	371432 	96567 	75893 	373147 	371602 
A,ASI_OTH,TOTAL,N_GE1,NR,BE	132511 	255388 	232525 	208225 	314921 	279071 b	301213 	402912 	70635 	106314 	228486 	255340 
A,ASI_OTH,TOTAL,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,ASI_OTH,TOTAL,N_GE1,NR,CH	390089 	433514 	456792 	498820 	510031 	611019 	459138 	627503 	211126 	: u	240216 	: 
A,ASI_OTH,TOTAL,N_GE1,NR,CY	80184 b	78737 	90738 	76543 	74029 	117170 	112062 u	127678 	: u	: u	101309 	159081 
A,ASI_OTH,TOTAL,N_GE1,NR,CZ	132534 u	114786 u	93919 u	96874 u	152210 u	136687 u	193168 u	191479 u	: u	: u	121822 	170048 
A,ASI_OTH,TOTAL,N_GE1,NR,DE	3855327 	4096644 	3806919 	3389477 	4924117 	5144144 	5338086 	5506653 	1013953 	1037308 	2784113 	4651714 
A,ASI_OTH,TOTAL,N_GE1,NR,DK	373497 	308316 b	423162 	352928 	319756 	364192 	229882 	459960 	209221 	: u	150120 	: 
A,ASI_OTH,TOTAL,N_GE1,NR,EA20	7874293 	8087393 	8055496 	7765211 	9033025 	10038601 	10941814 	11406827 	2546716 	1981593 	5854466 	9453632 
A,ASI_OTH,TOTAL,N_GE1,NR,EE	: u	39162 u	49131 	40302 u	42005 u	45057 u	107906 	76070 	37509 	: u	29373 	53864 
A,ASI_OTH,TOTAL,N_GE1,NR,EL	21719 u	19314 u	16121 u	16310 u	36156 u	24185 u	36343 u	37059 	: u	: u	38995 	41274 
A,ASI_OTH,TOTAL,N_GE1,NR,ES	307620 	198113 	327666 	400644 b	432517 	501546 	494076 	418555 	115901 	81577 	303468 	629777 
A,ASI_OTH,TOTAL,N_GE1,NR,EU27_2020	9104746 e	9233802 e	9335994 	9033856 	10425751 	12319569 	12954327 	13712698 	3249003 	2379103 	6712013 	10545365 e
A,ASI_OTH,TOTAL,N_GE1,NR,FI	375679 b	323184 	312520 	442217 	370132 	364516 	458365 	449337 	176652 	77690 	174637 	276736 
A,ASI_OTH,TOTAL,N_GE1,NR,FR	1231684 	1397044 	1423848 	1307250 	1201503 	1496500 	1551944 	1630784 	543544 	223381 	740236 	1176410 
A,ASI_OTH,TOTAL,N_GE1,NR,HR	: u	: u	51375 u	92175 u	: u	33158 u	21610 u	30972 u	: u	: u	: u	20025 
A,ASI_OTH,TOTAL,N_GE1,NR,HU	64400 	71303 	95474 	106621 	127509 	132296 	103745 	163463 	52034 	61606 	102042 	124768 
A,ASI_OTH,TOTAL,N_GE1,NR,IE	152832 	112239 	157711 	140039 	162786 	177749 	204307 	230748 	64473 	: u	: u	157119 
A,ASI_OTH,TOTAL,N_GE1,NR,IT	422386 	422927 	477515 bu	521398 u	: u	436645 u	741888 u	710384 u	: u	: u	268073 	460093 
A,ASI_OTH,TOTAL,N_GE1,NR,LT	16857 	15396 	24010 	52413 	96521 	93735 	84352 	65562 	11257 	6626 	15361 	22958 
A,ASI_OTH,TOTAL,N_GE1,NR,LU	32650 	45801 	36610 	39938 	36373 	53982 	67346 	72929 	21156 	19341 	48051 	85042 
A,ASI_OTH,TOTAL,N_GE1,NR,LV	: u	: u	38111 u	: u	: u	: u	66105 u	60443 u	: u	: u	24701 	67774 
A,ASI_OTH,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,ASI_OTH,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,ASI_OTH,TOTAL,N_GE1,NR,MT	8780 	9279 	8695 bu	9271 u	10666 u	8522 u	17096 	16892 	6551 	: u	15493 	22518 
A,ASI_OTH,TOTAL,N_GE1,NR,NL	582363 b	553159 	666021 	625077 	520504 	772200 	790516 	933085 	249993 	102926 	512911 	791431 
A,ASI_OTH,TOTAL,N_GE1,NR,NO	: 	258250 	367161 	382792 	330945 	309082 	337657 	: 	: 	: u	: 	: 
A,ASI_OTH,TOTAL,N_GE1,NR,PL	153525 u	147515 u	178153 b	223818 	247247 	247214 	308467 	369393 	104827 	66784 	220232 	351773 
A,ASI_OTH,TOTAL,N_GE1,NR,PT	21805 u	28226 u	: u	30064 u	42289 	50549 	80091 	87862 	: u	: u	43522 	62245 
A,ASI_OTH,TOTAL,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	24525 u	25524 u	: u	: u	: u	: u
A,ASI_OTH,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,ASI_OTH,TOTAL,N_GE1,NR,SE	: 	: 	476933 	477206 	532654 	1362857 	1135596 	1081893 	292583 	: u	: u	: 
A,ASI_OTH,TOTAL,N_GE1,NR,SI	19433 u	27801 u	30434 u	31879 u	32664 u	25977 u	39233 u	56949 u	: u	: u	37068 	55782 
A,ASI_OTH,TOTAL,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	: u	120523 u	: u	: u	: u	92847 
A,ASI_OTH,TOTAL,N_GE1,NR,UK	3851958 	3779516 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AT,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	24837 u	: 	: 	: 	: 
A,AT,TOTAL,N_GE1,NR,AT	10961855 	11729815 	11476014 	11087743 	12026916 	11593905 	12410371 	12935677 	10387417 	10756238 	14652513 	14776471 
A,AT,TOTAL,N_GE1,NR,BE	289223 	326754 	230886 	286280 	330870 	292914 b	324115 	368180 	245031 	101226 	359010 	382922 
A,AT,TOTAL,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AT,TOTAL,N_GE1,NR,CH	846557 	891606 	947165 	1030856 	894873 	1003068 	1014208 	868928 	577128 	331769 	779418 	: 
A,AT,TOTAL,N_GE1,NR,CY	11706 bu	: u	: u	: u	: u	: u	: u	33455 u	: u	: u	: u	43142 
A,AT,TOTAL,N_GE1,NR,CZ	529016 	590481 	599725 	515978 	627019 	713780 	744619 	736601 	367038 	291461 	544975 	581199 
A,AT,TOTAL,N_GE1,NR,DE	11973932 	11812136 	10574871 	10544493 	11379674 	11274997 	14395603 	11718287 	7494027 	7252067 	11907760 	12727370 
A,AT,TOTAL,N_GE1,NR,DK	192187 	322148 bu	225604 	254170 	195338 	170956 	85204 u	252597 	154828 	: u	149966 	: 
A,AT,TOTAL,N_GE1,NR,EA20	26476524 	26961230 	24934256 	24889035 	26780742 	26433375 	30186456 	28564228 	19713593 	19430200 	30009367 	31443090 
A,AT,TOTAL,N_GE1,NR,EE	: u	: u	19072 u	: u	: u	: u	: u	: u	: u	: u	: u	36342 
A,AT,TOTAL,N_GE1,NR,EL	: u	: u	11813 u	11815 u	10776 u	: u	16404 u	43806 u	: u	: u	12609 	31869 
A,AT,TOTAL,N_GE1,NR,ES	88814 	66337 	68730 	142767 b	104052 	119964 	157310 	214963 	: u	: u	183457 	148993 
A,AT,TOTAL,N_GE1,NR,EU27_2020	28197008 e	28989819 e	26992216 	26960283 	29009704 	28900705 	32587022 	31082050 	20985299 	20397007 	32496488 	34001754 e
A,AT,TOTAL,N_GE1,NR,FI	105742 bu	81254 u	82829 u	72761 u	112213 u	115897 u	151849 u	144618 u	: u	: u	: u	95388 
A,AT,TOTAL,N_GE1,NR,FR	383287 	430648 	368853 	292462 	327729 	387173 	315686 	407194 	165636 	148048 	323846 	378691 
A,AT,TOTAL,N_GE1,NR,HR	277153 	248488 	304250 	259884 	168556 	213204 	165725 	197260 	63447 	36389 	107839 	156063 
A,AT,TOTAL,N_GE1,NR,HU	540052 	587578 	696736 	756279 	822651 	861225 	807415 	690661 	342348 	350263 	842081 	780976 
A,AT,TOTAL,N_GE1,NR,IE	45785 u	50727 u	56446 	38070 u	56580 u	82427 	63120 	70630 	44532 	: u	: u	: u
A,AT,TOTAL,N_GE1,NR,IT	817737 	686037 	310032 bu	620487 u	692165 u	663355 u	385722 u	494533 u	205550 	: u	431117 	433376 
A,AT,TOTAL,N_GE1,NR,LT	24034 	24941 	23108 	22866 	27770 	31066 	24613 	24148 	8766 	7881 	21714 	30930 
A,AT,TOTAL,N_GE1,NR,LU	51358 	67236 	60618 	71779 	69252 	67681 	89061 	84795 	52585 	39733 	82174 	88684 
A,AT,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	33573 
A,AT,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,AT,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,AT,TOTAL,N_GE1,NR,MT	2788 	4403 	8984 bu	: u	9561 u	13026 u	15831 	15791 	: u	: u	10815 	23668 
A,AT,TOTAL,N_GE1,NR,NL	1113836 b	1010393 	1000454 	967966 	1024806 	1051394 	1074031 	1153176 	767807 	584015 	1357259 	1456713 
A,AT,TOTAL,N_GE1,NR,NO	: 	69848 u	74315 u	: u	: u	: u	: u	: 	: 	: u	: 	: 
A,AT,TOTAL,N_GE1,NR,PL	279746 	345439 	344858 b	374978 	402826 	423578 	431814 	449444 	241426 	195997 	320018 	371003 
A,AT,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	24796 u	: u	: u	17978 	17942 
A,AT,TOTAL,N_GE1,NR,RO	80933 	68137 	86065 	53510 	69076 	88154 	124505 	136826 	29082 	55093 	94407 	97567 
A,AT,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	92484 u	: 	: 	: 	: 	: 
A,AT,TOTAL,N_GE1,NR,SE	: 	: 	89096 u	95331 u	101604 u	197886 u	190495 u	235851 	134462 	: u	: u	: 
A,AT,TOTAL,N_GE1,NR,SI	131712 	203070 	161569 	188726 	149018 	171148 	204430 	189312 	50211 	79137 	116872 	248958 
A,AT,TOTAL,N_GE1,NR,SK	141795 u	167864 bu	133518 u	224938 u	249917 u	283745 u	319932 	415100 	82158 	112099 	221142 	241727 
A,AT,TOTAL,N_GE1,NR,UK	486973 	529193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AU,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AU,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AU,TOTAL,N_GE1,NR,BG	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,AU,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,AU,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: u
A,AU,TOTAL,N_GE1,NR,CZ	: u	: 	: u	: u	: 	: u	: u	: 	: 	: 	: 	: u
A,AU,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AU,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,AU,TOTAL,N_GE1,NR,EA20	297337 	466715 	566052 	420480 	492651 	651508 	467516 	858985 	110992 	: u	122137 	629845 
A,AU,TOTAL,N_GE1,NR,EE	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,AU,TOTAL,N_GE1,NR,EL	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u
A,AU,TOTAL,N_GE1,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AU,TOTAL,N_GE1,NR,EU27_2020	360856 e	594475 e	625117 	505819 	577101 	863044 	615023 	977740 	224213 	: u	138632 	658059 e
A,AU,TOTAL,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,AU,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AU,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AU,TOTAL,N_GE1,NR,HU	2108 u	6141 u	8411 	7408 	6136 u	4442 u	: u	8546 u	: u	: 	: u	: u
A,AU,TOTAL,N_GE1,NR,IE	62163 u	71929 	39556 u	28817 u	62912 	24476 u	46711 u	68473 	21810 	: 	: u	: u
A,AU,TOTAL,N_GE1,NR,IT	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 	: u	: u
A,AU,TOTAL,N_GE1,NR,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
